Count,Unit Format 1,Carry Fee Percentage,SQ FT,Year,Carrying Charge,NCB Loan,2019 One Time SA,2022 SA #1,2022 SA #1 
2823,N0701,0.00208142,807,2009,691,null,null,null,TBD
2824,N0712,0.00208142,807,2009,691,null,null,null,TBD
2825,N0714,0.00208142,807,2009,691,null,null,null,TBD
2826,N0725,0.00208142,807,2009,691,null,null,null,TBD
2827,N0801,0.00208142,807,2009,691,null,null,null,TBD
2828,N0812,0.00208142,807,2009,691,null,null,null,TBD
2829,N0814,0.00208142,807,2009,691,null,null,null,TBD
2830,N0825,0.00208142,807,2009,691,null,null,null,TBD
2831,S0126,0.00208142,807,2009,691,null,null,null,TBD
2832,S0137,0.00208142,807,2009,691,null,null,null,TBD
2833,S0138,0.00208142,807,2009,691,null,null,null,TBD
2834,S0149,0.00208142,807,2009,691,null,null,null,TBD
2835,S0226,0.00208142,807,2009,691,null,null,null,TBD
2836,S0237,0.00208142,807,2009,691,null,null,null,TBD
2837,S0238,0.00208142,807,2009,691,null,null,null,TBD
2838,S0249,0.00208142,807,2009,691,null,null,null,TBD
2839,S0326,0.00208142,807,2009,691,null,null,null,TBD
2840,S0337,0.00208142,807,2009,691,null,null,null,TBD
2841,S0338,0.00208142,807,2009,691,null,null,null,TBD
2842,S0349,0.00208142,807,2009,691,null,null,null,TBD
2843,S0426,0.00208142,807,2009,691,null,null,null,TBD
2844,S0437,0.00208142,807,2009,691,null,null,null,TBD
2845,S0438,0.00208142,807,2009,691,null,null,null,TBD
2846,S0449,0.00208142,807,2009,691,null,null,null,TBD
2847,S0526,0.00208142,807,2009,691,null,null,null,TBD
2848,S0537,0.00208142,807,2009,691,null,null,null,TBD
2849,S0538,0.00208142,807,2009,691,null,null,null,TBD
2850,S0549,0.00208142,807,2009,691,null,null,null,TBD
2851,S0626,0.00208142,807,2009,691,null,null,null,TBD
2852,S0637,0.00208142,807,2009,691,null,null,null,TBD
2853,S0638,0.00208142,807,2009,691,null,null,null,TBD
2854,S0649,0.00208142,807,2009,691,null,null,null,TBD
2855,S0726,0.00208142,807,2009,691,null,null,null,TBD
2856,S0737,0.00208142,807,2009,691,null,null,null,TBD
2857,S0738,0.00208142,807,2009,691,null,null,null,TBD
2858,S0749,0.00208142,807,2009,691,null,null,null,TBD
2859,S0826,0.00208142,807,2009,691,null,null,null,TBD
2860,S0837,0.00208142,807,2009,691,null,null,null,TBD
2861,S0838,0.00208142,807,2009,691,null,null,null,TBD
2862,S0849,0.00208142,807,2009,691,null,null,null,TBD
2863,N0102,0.001129677,426,2009,375,null,null,null,TBD
2864,N0105,0.001129677,426,2009,375,null,null,null,TBD
2865,N0108,0.001129677,426,2009,375,null,null,null,TBD
2866,N0111,0.001129677,426,2009,375,null,null,null,TBD
2867,N0115,0.001129677,426,2009,375,null,null,null,TBD
2868,N0124,0.001129677,426,2009,375,null,null,null,TBD
2869,N0202,0.001129677,426,2009,375,null,null,null,TBD
2870,N0205,0.001129677,426,2009,375,null,null,null,TBD
2871,N0208,0.001129677,426,2009,375,null,null,null,TBD
2872,N0211,0.001129677,426,2009,375,null,null,null,TBD
2873,N0215,0.001129677,426,2009,375,null,null,null,TBD
2874,N0224,0.001129677,426,2009,375,null,null,null,TBD
2875,N0302,0.001129677,426,2009,375,null,null,null,TBD
2876,N0305,0.001129677,426,2009,375,null,null,null,TBD
2877,N0308,0.001129677,426,2009,375,null,null,null,TBD
2878,N0311,0.001129677,426,2009,375,null,null,null,TBD
2879,N0315,0.001129677,426,2009,375,null,null,null,TBD
2880,N0324,0.001129677,426,2009,375,null,null,null,TBD
2881,N0402,0.001129677,426,2009,375,null,null,null,TBD
2882,N0405,0.001129677,426,2009,375,null,null,null,TBD
2883,N0408,0.001129677,426,2009,375,null,null,null,TBD
2884,N0411,0.001129677,426,2009,375,null,null,null,TBD
2885,N0415,0.001129677,426,2009,375,null,null,null,TBD
2886,N0424,0.001129677,426,2009,375,null,null,null,TBD
2887,N0502,0.001129677,426,2009,375,null,null,null,TBD
2888,N0505,0.001129677,426,2009,375,null,null,null,TBD
2889,N0508,0.001129677,426,2009,375,null,null,null,TBD
2890,N0511,0.001129677,426,2009,375,null,null,null,TBD
2891,N0515,0.001129677,426,2009,375,null,null,null,TBD
2892,N0524,0.001129677,426,2009,375,null,null,null,TBD
2893,N0602,0.001129677,426,2009,375,null,null,null,TBD
2894,N0605,0.001129677,426,2009,375,null,null,null,TBD
2895,N0608,0.001129677,426,2009,375,null,null,null,TBD
2896,N0611,0.001129677,426,2009,375,null,null,null,TBD
2897,N0615,0.001129677,426,2009,375,null,null,null,TBD
2898,N0624,0.001129677,426,2009,375,null,null,null,TBD
2899,N0702,0.001129677,426,2009,375,null,null,null,TBD
2900,N0705,0.001129677,426,2009,375,null,null,null,TBD
2901,N0708,0.001129677,426,2009,375,null,null,null,TBD
2902,N0711,0.001129677,426,2009,375,null,null,null,TBD
2903,N0715,0.001129677,426,2009,375,null,null,null,TBD
2904,N0724,0.001129677,426,2009,375,null,null,null,TBD
2905,N0802,0.001129677,426,2009,375,null,null,null,TBD
2906,N0805,0.001129677,426,2009,375,null,null,null,TBD
2907,N0808,0.001129677,426,2009,375,null,null,null,TBD
2908,N0811,0.001129677,426,2009,375,null,null,null,TBD
2909,N0815,0.001129677,426,2009,375,null,null,null,TBD
2910,N0824,0.001129677,426,2009,375,null,null,null,TBD
2911,S0127,0.001129677,426,2009,375,null,null,null,TBD
2912,S0130,0.001129677,426,2009,375,null,null,null,TBD
2913,S0133,0.001129677,426,2009,375,null,null,null,TBD
2914,S0136,0.001129677,426,2009,375,null,null,null,TBD
2915,S0139,0.001129677,426,2009,375,null,null,null,TBD
2916,S0142,0.001129677,426,2009,375,null,null,null,TBD
2917,S0145,0.001129677,426,2009,375,null,null,null,TBD
2918,S0148,0.001129677,426,2009,375,null,null,null,TBD
2919,S0227,0.001129677,426,2009,375,null,null,null,TBD
2920,S0230,0.001129677,426,2009,375,null,null,null,TBD
2921,S0233,0.001129677,426,2009,375,null,null,null,TBD
2922,S0236,0.001129677,426,2009,375,null,null,null,TBD
2923,S0239,0.001129677,426,2009,375,null,null,null,TBD
2924,S0242,0.001129677,426,2009,375,null,null,null,TBD
2925,S0245,0.001129677,426,2009,375,null,null,null,TBD
2926,S0248,0.001129677,426,2009,375,null,null,null,TBD
2927,S0327,0.001129677,426,2009,375,null,null,null,TBD
2928,S0330,0.001129677,426,2009,375,null,null,null,TBD
2929,S0333,0.001129677,426,2009,375,null,null,null,TBD
2930,S0336,0.001129677,426,2009,375,null,null,null,TBD
2931,S0339,0.001129677,426,2009,375,null,null,null,TBD
2932,S0342,0.001129677,426,2009,375,null,null,null,TBD
2933,S0345,0.001129677,426,2009,375,null,null,null,TBD
2934,S0348,0.001129677,426,2009,375,null,null,null,TBD
2935,S0427,0.001129677,426,2009,375,null,null,null,TBD
2936,S0430,0.001129677,426,2009,375,null,null,null,TBD
2937,S0433,0.001129677,426,2009,375,null,null,null,TBD
2938,S0436,0.001129677,426,2009,375,null,null,null,TBD
2939,S0439,0.001129677,426,2009,375,null,null,null,TBD
2940,S0442,0.001129677,426,2009,375,null,null,null,TBD
2941,S0445,0.001129677,426,2009,375,null,null,null,TBD
2942,S0448,0.001129677,426,2009,375,null,null,null,TBD
2943,S0527,0.001129677,426,2009,375,null,null,null,TBD
2944,S0530,0.001129677,426,2009,375,null,null,null,TBD
2945,S0533,0.001129677,426,2009,375,null,null,null,TBD
2946,S0536,0.001129677,426,2009,375,null,null,null,TBD
2947,S0539,0.001129677,426,2009,375,null,null,null,TBD
2948,S0542,0.001129677,426,2009,375,null,null,null,TBD
2949,S0545,0.001129677,426,2009,375,null,null,null,TBD
2950,S0548,0.001129677,426,2009,375,null,null,null,TBD
2951,S0627,0.001129677,426,2009,375,null,null,null,TBD
2952,S0630,0.001129677,426,2009,375,null,null,null,TBD
2953,S0633,0.001129677,426,2009,375,null,null,null,TBD
2954,S0636,0.001129677,426,2009,375,null,null,null,TBD
2955,S0639,0.001129677,426,2009,375,null,null,null,TBD
2956,S0642,0.001129677,426,2009,375,null,null,null,TBD
2957,S0645,0.001129677,426,2009,375,null,null,null,TBD
2958,S0648,0.001129677,426,2009,375,null,null,null,TBD
2959,S0727,0.001129677,426,2009,375,null,null,null,TBD
2960,S0730,0.001129677,426,2009,375,null,null,null,TBD
2961,S0733,0.001129677,426,2009,375,null,null,null,TBD
2962,S0736,0.001129677,426,2009,375,null,null,null,TBD
2963,S0739,0.001129677,426,2009,375,null,null,null,TBD
2964,S0742,0.001129677,426,2009,375,null,null,null,TBD
2965,S0745,0.001129677,426,2009,375,null,null,null,TBD
2966,S0748,0.001129677,426,2009,375,null,null,null,TBD
2967,S0827,0.001129677,426,2009,375,null,null,null,TBD
2968,S0830,0.001129677,426,2009,375,null,null,null,TBD
2969,S0833,0.001129677,426,2009,375,null,null,null,TBD
2970,S0836,0.001129677,426,2009,375,null,null,null,TBD
2971,S0839,0.001129677,426,2009,375,null,null,null,TBD
2972,S0842,0.001129677,426,2009,375,null,null,null,TBD
2973,S0845,0.001129677,426,2009,375,null,null,null,TBD
2974,S0848,0.001129677,426,2009,375,null,null,null,TBD
2975,T1320,0.002139352,1287,2009,710,null,null,null,TBD
2976,T1324,0.002139352,1287,2009,710,null,null,null,TBD
2977,T1338,0.002139352,1287,2009,710,null,null,null,TBD
2978,T1340,0.002139352,1287,2009,710,null,null,null,TBD
2979,T1346,0.002139352,1287,2009,710,null,null,null,TBD
2980,T1348,0.002139352,1287,2009,710,null,null,null,TBD
2981,T290,0.002139352,1287,2009,710,null,null,null,TBD
2982,T300,0.002139352,1287,2009,710,null,null,null,TBD
2983,T302,0.002139352,1287,2009,710,null,null,null,TBD
2984,T304,0.002139352,1287,2009,710,null,null,null,TBD
2985,T310,0.002139352,1287,2009,710,null,null,null,TBD
2986,T312,0.002139352,1287,2009,710,null,null,null,TBD
2987,T374,0.002139352,1287,2009,710,null,null,null,TBD
2988,T378,0.002139352,1287,2009,710,null,null,null,TBD
2989,T1318,0.002793157,1625,2009,927,null,null,null,TBD
2990,T1326,0.002793157,1625,2009,927,null,null,null,TBD
2991,T1332,0.002793157,1625,2009,927,null,null,null,TBD
2992,T1334,0.002793157,1625,2009,927,null,null,null,TBD
2993,T1342,0.002793157,1625,2009,927,null,null,null,TBD
2994,T1336,0.002793157,1625,2009,927,null,null,null,TBD
2995,T1344,0.002793157,1625,2009,927,null,null,null,TBD
2996,T1350,0.002793157,1625,2009,927,null,null,null,TBD
2997,T1352,0.002793157,1625,2009,927,null,null,null,TBD
2998,T1354,0.002793157,1625,2009,927,null,null,null,TBD
2999,T288,0.002793157,1625,2009,927,null,null,null,TBD
3000,T292,0.002793157,1625,2009,927,null,null,null,TBD
3001,T298,0.002793157,1625,2009,927,null,null,null,TBD
3002,T306,0.002793157,1625,2009,927,null,null,null,TBD
3003,T308,0.002793157,1625,2009,927,null,null,null,TBD
3004,T314,0.002793157,1625,2009,927,null,null,null,TBD
3005,T372,0.002793157,1625,2009,927,null,null,null,TBD
3006,T380,0.002793157,1625,2009,927,null,null,null,TBD
3007,T1360,0.003041438,1665,2009,1009,null,null,null,TBD
3008,T1366,0.003041438,1665,2009,1009,null,null,null,TBD
3009,T341,0.003041438,1665,2009,1009,null,null,null,TBD
3010,T335,0.003041438,1665,2009,1009,null,null,null,TBD
3011,T344,0.003041438,1665,2009,1009,null,null,null,TBD
3012,T346,0.003041438,1665,2009,1009,null,null,null,TBD
3013,T348,0.003041438,1665,2009,1009,null,null,null,TBD
3014,T350,0.003041438,1665,2009,1009,null,null,null,TBD
3015,T361,0.003041438,1665,2009,1009,null,null,null,TBD
3016,T360,0.003041438,1665,2009,1009,null,null,null,TBD
3017,T362,0.003041438,1665,2009,1009,null,null,null,TBD
3018,T1302,0.003041438,1665,2009,1009,null,null,null,TBD
3019,T1304,0.003041438,1665,2009,1009,null,null,null,TBD
3020,T1310,0.003041438,1665,2009,1009,null,null,null,TBD
3021,T1312,0.003041438,1665,2009,1009,null,null,null,TBD
3022,T1372,0.003041438,1665,2009,1009,null,null,null,TBD
3023,T1382,0.003041438,1665,2009,1009,null,null,null,TBD
3024,T320,0.003041438,1665,2009,1009,null,null,null,TBD
3025,T322,0.003041438,1665,2009,1009,null,null,null,TBD
3026,T328,0.003041438,1665,2009,1009,null,null,null,TBD
3027,T330,0.003041438,1665,2009,1009,null,null,null,TBD
3028,T336,0.003041438,1665,2009,1009,null,null,null,TBD
3029,T338,0.003041438,1665,2009,1009,null,null,null,TBD
3030,T349,0.003041438,1665,2009,1009,null,null,null,TBD
3031,T351,0.003041438,1665,2009,1009,null,null,null,TBD
3032,T363,0.003041438,1665,2009,1009,null,null,null,TBD
3033,T371,0.003041438,1665,2009,1009,null,null,null,TBD
3034,T373,0.003041438,1665,2009,1009,null,null,null,TBD
3035,T379,0.003041438,1665,2009,1009,null,null,null,TBD
3036,T381,0.003041438,1665,2009,1009,null,null,null,TBD
3037,T386,0.003041438,1665,2009,1009,null,null,null,TBD
3038,T387,0.003041438,1665,2009,1009,null,null,null,TBD
3039,T388,0.003041438,1665,2009,1009,null,null,null,TBD
3040,T394,0.003041438,1665,2009,1009,null,null,null,TBD
3041,T396,0.003041438,1665,2009,1009,null,null,null,TBD
3042,T397,0.003041438,1665,2009,1009,null,null,null,TBD
3043,T1306,0.002602809,1266,2009,864,null,null,null,TBD
3044,T1308,0.002602809,1266,2009,864,null,null,null,TBD
3045,T1362,0.002602809,1266,2009,864,null,null,null,TBD
3046,T1364,0.002602809,1266,2009,864,null,null,null,TBD
3047,T1374,0.002602809,1266,2009,864,null,null,null,TBD
3048,T1376,0.002602809,1266,2009,864,null,null,null,TBD
3049,T1378,0.002602809,1266,2009,864,null,null,null,TBD
3050,T1380,0.002602809,1266,2009,864,null,null,null,TBD
3051,T324,0.002602809,1266,2009,864,null,null,null,TBD
3052,T326,0.002602809,1266,2009,864,null,null,null,TBD
3053,T332,0.002602809,1266,2009,864,null,null,null,TBD
3054,T334,0.002602809,1266,2009,864,null,null,null,TBD
3055,T337,0.002602809,1266,2009,864,null,null,null,TBD
3056,T339,0.002602809,1266,2009,864,null,null,null,TBD
3057,T347,0.002602809,1266,2009,864,null,null,null,TBD
3058,T352,0.002602809,1266,2009,864,null,null,null,TBD
3059,T353,0.002602809,1266,2009,864,null,null,null,TBD
3060,T354,0.002602809,1266,2009,864,null,null,null,TBD
3061,T355,0.002602809,1266,2009,864,null,null,null,TBD
3062,T356,0.002602809,1266,2009,864,null,null,null,TBD
3063,T357,0.002602809,1266,2009,864,null,null,null,TBD
3064,T358,0.002602809,1266,2009,864,null,null,null,TBD
3065,T359,0.002602809,1266,2009,864,null,null,null,TBD
3066,T364,0.002602809,1266,2009,864,null,null,null,TBD
3067,T365,0.002602809,1266,2009,864,null,null,null,TBD
3068,T366,0.002602809,1266,2009,864,null,null,null,TBD
3069,T375,0.002602809,1266,2009,864,null,null,null,TBD
3070,T377,0.002602809,1266,2009,864,null,null,null,TBD
3071,T390,0.002602809,1266,2009,864,null,null,null,TBD
3072,T391,0.002602809,1266,2009,864,null,null,null,TBD
3073,T392,0.002602809,1266,2009,864,null,null,null,TBD
3074,T393,0.002602809,1266,2009,864,null,null,null,TBD
3075,T389,0.002602809,1266,2009,864,null,null,null,TBD
3076,T395,0.002602809,1266,2009,864,null,null,null,TBD
3077,T1322,0.002139352,1287,2009,710,null,null,null,TBD
3078,T376,0.002139352,1287,2009,710,null,null,null,TBD
3079,T382,0.002875918,1665,2009,954,null,null,null,TBD
3080,T1316,0.002875918,1665,2009,954,null,null,null,TBD
3081,T1328,0.002875918,1665,2009,954,null,null,null,TBD
3082,T296,0.002875918,1665,2009,954,null,null,null,TBD
3083,T316,0.002875918,1665,2009,954,null,null,null,TBD
3084,T370,0.002875918,1665,2009,954,null,null,null,TBD
3085,T1330,0.002627637,1500,2009,872,null,null,null,TBD
3086,T286,0.002627637,1500,2009,872,null,null,null,TBD
3087,T294,0.002627637,1500,2009,872,null,null,null,TBD
3088,T1356,0.002627637,1500,2009,872,null,null,null,TBD
3089,T1370,0.003124198,1665,2009,1037,null,null,null,TBD
3090,T1384,0.003124198,1665,2009,1037,null,null,null,TBD
3091,T385,0.003124198,1665,2009,1037,null,null,null,TBD
3092,T399,0.003124198,1665,2009,1037,null,null,null,TBD
3093,T1300,0.002817985,1665,2009,935,null,null,null,TBD
3094,T1314,0.002817985,1665,2009,935,null,null,null,TBD
3095,T1358,0.002817985,1665,2009,935,null,null,null,TBD
3096,T1368,0.002817985,1665,2009,935,null,null,null,TBD
3097,T318,0.002817985,1665,2009,935,null,null,null,TBD
3098,T333,0.002817985,1665,2009,935,null,null,null,TBD
3099,T340,0.002817985,1665,2009,935,null,null,null,TBD
3100,T342,0.002817985,1665,2009,935,null,null,null,TBD
3101,T343,0.002817985,1665,2009,935,null,null,null,TBD
3102,T345,0.002817985,1665,2009,935,null,null,null,TBD
3103,T367,0.002817985,1665,2009,935,null,null,null,TBD
3104,T368,0.002817985,1665,2009,935,null,null,null,TBD
3105,T369,0.002817985,1665,2009,935,null,null,null,TBD
3106,T383,0.002817985,1665,2009,935,null,null,null,TBD
3107,T384,0.002817985,1665,2009,935,null,null,null,TBD
3108,T398,0.002817985,1665,2009,935,null,null,null,TBD
3109,N0103,0.001725551,590,2010,573,null,null,null,TBD
3110,N0104,0.001725551,590,2010,573,null,null,null,TBD
3111,N0109,0.001725551,590,2010,573,null,null,null,TBD
3112,N0110,0.001725551,590,2010,573,null,null,null,TBD
3113,N0116,0.001725551,590,2010,573,null,null,null,TBD
3114,N0123,0.001725551,590,2010,573,null,null,null,TBD
3115,N0203,0.001725551,590,2010,573,null,null,null,TBD
3116,N0204,0.001725551,590,2010,573,null,null,null,TBD
3117,N0209,0.001725551,590,2010,573,null,null,null,TBD
3118,N0210,0.001725551,590,2010,573,null,null,null,TBD
3119,N0216,0.001725551,590,2010,573,null,null,null,TBD
3120,N0223,0.001725551,590,2010,573,null,null,null,TBD
3121,N0303,0.001725551,590,2010,573,null,null,null,TBD
3122,N0304,0.001725551,590,2010,573,null,null,null,TBD
3123,N0309,0.001725551,590,2010,573,null,null,null,TBD
3124,N0310,0.001725551,590,2010,573,null,null,null,TBD
3125,N0316,0.001725551,590,2010,573,null,null,null,TBD
3126,N0323,0.001725551,590,2010,573,null,null,null,TBD
3127,N0403,0.001725551,590,2010,573,null,null,null,TBD
3128,N0404,0.001725551,590,2010,573,null,null,null,TBD
3129,N0409,0.001725551,590,2010,573,null,null,null,TBD
3130,N0410,0.001725551,590,2010,573,null,null,null,TBD
3131,N0416,0.001725551,590,2010,573,null,null,null,TBD
3132,N0423,0.001725551,590,2010,573,null,null,null,TBD
3133,N0503,0.001725551,590,2010,573,null,null,null,TBD
3134,N0504,0.001725551,590,2010,573,null,null,null,TBD
3135,N0509,0.001725551,590,2010,573,null,null,null,TBD
3136,N0510,0.001725551,590,2010,573,null,null,null,TBD
3137,N0516,0.001725551,590,2010,573,null,null,null,TBD
3138,N0523,0.001725551,590,2010,573,null,null,null,TBD
3139,N0603,0.001725551,590,2010,573,null,null,null,TBD
3140,N0604,0.001725551,590,2010,573,null,null,null,TBD
3141,N0609,0.001725551,590,2010,573,null,null,null,TBD
3142,N0610,0.001725551,590,2010,573,null,null,null,TBD
3143,N0616,0.001725551,590,2010,573,null,null,null,TBD
3144,N0623,0.001725551,590,2010,573,null,null,null,TBD
3145,N0703,0.001725551,590,2010,573,null,null,null,TBD
3146,N0704,0.001725551,590,2010,573,null,null,null,TBD
3147,N0709,0.001725551,590,2010,573,null,null,null,TBD
3148,N0710,0.001725551,590,2010,573,null,null,null,TBD
3149,N0716,0.001725551,590,2010,573,null,null,null,TBD
3150,N0723,0.001725551,590,2010,573,null,null,null,TBD
3151,N0803,0.001725551,590,2010,573,null,null,null,TBD
3152,N0804,0.001725551,590,2010,573,null,null,null,TBD
3153,N0809,0.001725551,590,2010,573,null,null,null,TBD
3154,N0810,0.001725551,590,2010,573,null,null,null,TBD
3155,N0816,0.001725551,590,2010,573,null,null,null,TBD
3156,N0823,0.001725551,590,2010,573,null,null,null,TBD
3157,S0128,0.001725551,590,2010,573,null,null,null,TBD
3158,S0129,0.001725551,590,2010,573,null,null,null,TBD
3159,S0134,0.001725551,590,2010,573,null,null,null,TBD
3160,S0135,0.001725551,590,2010,573,null,null,null,TBD
3161,S0140,0.001725551,590,2010,573,null,null,null,TBD
3162,S0141,0.001725551,590,2010,573,null,null,null,TBD
3163,S0146,0.001725551,590,2010,573,null,null,null,TBD
3164,S0147,0.001725551,590,2010,573,null,null,null,TBD
3165,S0228,0.001725551,590,2010,573,null,null,null,TBD
3166,S0229,0.001725551,590,2010,573,null,null,null,TBD
3167,S0234,0.001725551,590,2010,573,null,null,null,TBD
3168,S0235,0.001725551,590,2010,573,null,null,null,TBD
3169,S0240,0.001725551,590,2010,573,null,null,null,TBD
3170,S0241,0.001725551,590,2010,573,null,null,null,TBD
3171,S0246,0.001725551,590,2010,573,null,null,null,TBD
3172,S0247,0.001725551,590,2010,573,null,null,null,TBD
3173,S0328,0.001725551,590,2010,573,null,null,null,TBD
3174,S0329,0.001725551,590,2010,573,null,null,null,TBD
3175,S0334,0.001725551,590,2010,573,null,null,null,TBD
3176,S0335,0.001725551,590,2010,573,null,null,null,TBD
3177,S0340,0.001725551,590,2010,573,null,null,null,TBD
3178,S0341,0.001725551,590,2010,573,null,null,null,TBD
3179,S0346,0.001725551,590,2010,573,null,null,null,TBD
3180,S0347,0.001725551,590,2010,573,null,null,null,TBD
3181,S0428,0.001725551,590,2010,573,null,null,null,TBD
3182,S0429,0.001725551,590,2010,573,null,null,null,TBD
3183,S0434,0.001725551,590,2010,573,null,null,null,TBD
3184,S0435,0.001725551,590,2010,573,null,null,null,TBD
3185,S0440,0.001725551,590,2010,573,null,null,null,TBD
3186,S0441,0.001725551,590,2010,573,null,null,null,TBD
3187,S0446,0.001725551,590,2010,573,null,null,null,TBD
3188,S0447,0.001725551,590,2010,573,null,null,null,TBD
3189,S0528,0.001725551,590,2010,573,null,null,null,TBD
3190,S0529,0.001725551,590,2010,573,null,null,null,TBD
3191,S0534,0.001725551,590,2010,573,null,null,null,TBD
3192,S0535,0.001725551,590,2010,573,null,null,null,TBD
3193,S0540,0.001725551,590,2010,573,null,null,null,TBD
3194,S0541,0.001725551,590,2010,573,null,null,null,TBD
3195,S0546,0.001725551,590,2010,573,null,null,null,TBD
3196,S0547,0.001725551,590,2010,573,null,null,null,TBD
3197,S0628,0.001725551,590,2010,573,null,null,null,TBD
3198,S0629,0.001725551,590,2010,573,null,null,null,TBD
3199,S0634,0.001725551,590,2010,573,null,null,null,TBD
3200,S0635,0.001725551,590,2010,573,null,null,null,TBD
3201,S0640,0.001725551,590,2010,573,null,null,null,TBD
3202,S0641,0.001725551,590,2010,573,null,null,null,TBD
3203,S0646,0.001725551,590,2010,573,null,null,null,TBD
3204,S0647,0.001725551,590,2010,573,null,null,null,TBD
3205,S0728,0.001725551,590,2010,573,null,null,null,TBD
3206,S0729,0.001725551,590,2010,573,null,null,null,TBD
3207,S0734,0.001725551,590,2010,573,null,null,null,TBD
3208,S0735,0.001725551,590,2010,573,null,null,null,TBD
3209,S0740,0.001725551,590,2010,573,null,null,null,TBD
3210,S0741,0.001725551,590,2010,573,null,null,null,TBD
3211,S0746,0.001725551,590,2010,573,null,null,null,TBD
3212,S0747,0.001725551,590,2010,573,null,null,null,TBD
3213,S0828,0.001725551,590,2010,573,null,null,null,TBD
3214,S0829,0.001725551,590,2010,573,null,null,null,TBD
3215,S0834,0.001725551,590,2010,573,null,null,null,TBD
3216,S0835,0.001725551,590,2010,573,null,null,null,TBD
3217,S0840,0.001725551,590,2010,573,null,null,null,TBD
3218,S0841,0.001725551,590,2010,573,null,null,null,TBD
3219,S0846,0.001725551,590,2010,573,null,null,null,TBD
3220,S0847,0.001725551,590,2010,573,null,null,null,TBD
3221,S0143,0.001593134,695,2010,529,null,null,null,TBD
3222,S0144,0.001593134,695,2010,529,null,null,null,TBD
3223,S0243,0.001593134,695,2010,529,null,null,null,TBD
3224,S0244,0.001593134,695,2010,529,null,null,null,TBD
3225,S0343,0.001593134,695,2010,529,null,null,null,TBD
3226,S0344,0.001593134,695,2010,529,null,null,null,TBD
3227,S0443,0.001593134,695,2010,529,null,null,null,TBD
3228,S0444,0.001593134,695,2010,529,null,null,null,TBD
3229,S0543,0.001593134,695,2010,529,null,null,null,TBD
3230,S0544,0.001593134,695,2010,529,null,null,null,TBD
3231,S0643,0.001593134,695,2010,529,null,null,null,TBD
3232,S0644,0.001593134,695,2010,529,null,null,null,TBD
3233,S0743,0.001593134,695,2010,529,null,null,null,TBD
3234,S0744,0.001593134,695,2010,529,null,null,null,TBD
3235,S0843,0.001593134,695,2010,529,null,null,null,TBD
3236,S0844,0.001593134,695,2010,529,null,null,null,TBD
3237,N0119,0.001588996,668,2010,527,null,null,null,TBD
3238,N0120,0.001588996,668,2010,527,null,null,null,TBD
3239,N0219,0.001588996,668,2010,527,null,null,null,TBD
3240,N0220,0.001588996,668,2010,527,null,null,null,TBD
3241,N0319,0.001588996,668,2010,527,null,null,null,TBD
3242,N0320,0.001588996,668,2010,527,null,null,null,TBD
3243,N0419,0.001588996,668,2010,527,null,null,null,TBD
3244,N0420,0.001588996,668,2010,527,null,null,null,TBD
3245,N0519,0.001588996,668,2010,527,null,null,null,TBD
3246,N0520,0.001588996,668,2010,527,null,null,null,TBD
3247,N0619,0.001588996,668,2010,527,null,null,null,TBD
3248,N0620,0.001588996,668,2010,527,null,null,null,TBD
3249,N0719,0.001588996,668,2010,527,null,null,null,TBD
3250,N0720,0.001588996,668,2010,527,null,null,null,TBD
3251,N0819,0.001588996,668,2010,527,null,null,null,TBD
3252,N0820,0.001588996,668,2010,527,null,null,null,TBD
3253,N0118,0.001729689,590,2010,574,null,null,null,TBD
3254,N0121,0.001729689,590,2010,574,null,null,null,TBD
3255,N0218,0.001729689,590,2010,574,null,null,null,TBD
3256,N0221,0.001729689,590,2010,574,null,null,null,TBD
3257,N0318,0.001729689,590,2010,574,null,null,null,TBD
3258,N0321,0.001729689,590,2010,574,null,null,null,TBD
3259,N0418,0.001729689,590,2010,574,null,null,null,TBD
3260,N0421,0.001729689,590,2010,574,null,null,null,TBD
3261,N0518,0.001729689,590,2010,574,null,null,null,TBD
3262,N0521,0.001729689,590,2010,574,null,null,null,TBD
3263,N0618,0.001729689,590,2010,574,null,null,null,TBD
3264,N0621,0.001729689,590,2010,574,null,null,null,TBD
3265,N0718,0.001729689,590,2010,574,null,null,null,TBD
3266,N0721,0.001729689,590,2010,574,null,null,null,TBD
3267,N0818,0.001729689,590,2010,574,null,null,null,TBD
3268,N0821,0.001729689,590,2010,574,null,null,null,TBD
3269,N0117,0.001725551,590,2010,573,null,null,null,TBD
3270,N0122,0.001725551,590,2010,573,null,null,null,TBD
3271,N0217,0.001725551,590,2010,573,null,null,null,TBD
3272,N0222,0.001725551,590,2010,573,null,null,null,TBD
3273,N0317,0.001725551,590,2010,573,null,null,null,TBD
3274,N0322,0.001725551,590,2010,573,null,null,null,TBD
3275,N0417,0.001725551,590,2010,573,null,null,null,TBD
3276,N0422,0.001725551,590,2010,573,null,null,null,TBD
3277,N0517,0.001725551,590,2010,573,null,null,null,TBD
3278,N0522,0.001725551,590,2010,573,null,null,null,TBD
3279,N0617,0.001725551,590,2010,573,null,null,null,TBD
3280,N0622,0.001725551,590,2010,573,null,null,null,TBD
3281,N0717,0.001725551,590,2010,573,null,null,null,TBD
3282,N0722,0.001725551,590,2010,573,null,null,null,TBD
3283,N0817,0.001725551,590,2010,573,null,null,null,TBD
