Count,Unit Format 1,Carry Fee Percentage,SQ FT,Year,Carrying Charge,NCB Loan,2019 One Time SA,2022 SA #1,2022 SA #1 
5495,N0802,0.001129677,426,2014,400,null,null,null,TBD
5496,N0805,0.001129677,426,2014,400,null,null,null,TBD
5497,N0808,0.001129677,426,2014,400,null,null,null,TBD
5498,N0811,0.001129677,426,2014,400,null,null,null,TBD
5499,N0815,0.001129677,426,2014,400,null,null,null,TBD
5500,N0824,0.001129677,426,2014,400,null,null,null,TBD
5501,S0127,0.001129677,426,2014,400,null,null,null,TBD
5502,S0130,0.001129677,426,2014,400,null,null,null,TBD
5503,S0133,0.001129677,426,2014,400,null,null,null,TBD
5504,S0136,0.001129677,426,2014,400,null,null,null,TBD
5505,S0139,0.001129677,426,2014,400,null,null,null,TBD
5506,S0142,0.001129677,426,2014,400,null,null,null,TBD
5507,S0145,0.001129677,426,2014,400,null,null,null,TBD
5508,S0148,0.001129677,426,2014,400,null,null,null,TBD
5509,S0227,0.001129677,426,2014,400,null,null,null,TBD
5510,S0230,0.001129677,426,2014,400,null,null,null,TBD
5511,S0233,0.001129677,426,2014,400,null,null,null,TBD
5512,S0236,0.001129677,426,2014,400,null,null,null,TBD
5513,S0239,0.001129677,426,2014,400,null,null,null,TBD
5514,S0242,0.001129677,426,2014,400,null,null,null,TBD
5515,S0245,0.001129677,426,2014,400,null,null,null,TBD
5516,S0248,0.001129677,426,2014,400,null,null,null,TBD
5517,S0327,0.001129677,426,2014,400,null,null,null,TBD
5518,S0330,0.001129677,426,2014,400,null,null,null,TBD
5519,S0333,0.001129677,426,2014,400,null,null,null,TBD
5520,S0336,0.001129677,426,2014,400,null,null,null,TBD
5521,S0339,0.001129677,426,2014,400,null,null,null,TBD
5522,S0342,0.001129677,426,2014,400,null,null,null,TBD
5523,S0345,0.001129677,426,2014,400,null,null,null,TBD
5524,S0348,0.001129677,426,2014,400,null,null,null,TBD
5525,S0427,0.001129677,426,2014,400,null,null,null,TBD
5526,S0430,0.001129677,426,2014,400,null,null,null,TBD
5527,S0433,0.001129677,426,2014,400,null,null,null,TBD
5528,S0436,0.001129677,426,2014,400,null,null,null,TBD
5529,S0439,0.001129677,426,2014,400,null,null,null,TBD
5530,S0442,0.001129677,426,2014,400,null,null,null,TBD
5531,S0445,0.001129677,426,2014,400,null,null,null,TBD
5532,S0448,0.001129677,426,2014,400,null,null,null,TBD
5533,S0527,0.001129677,426,2014,400,null,null,null,TBD
5534,S0530,0.001129677,426,2014,400,null,null,null,TBD
5535,S0533,0.001129677,426,2014,400,null,null,null,TBD
5536,S0536,0.001129677,426,2014,400,null,null,null,TBD
5537,S0539,0.001129677,426,2014,400,null,null,null,TBD
5538,S0542,0.001129677,426,2014,400,null,null,null,TBD
5539,S0545,0.001129677,426,2014,400,null,null,null,TBD
5540,S0548,0.001129677,426,2014,400,null,null,null,TBD
5541,S0627,0.001129677,426,2014,400,null,null,null,TBD
5542,S0630,0.001129677,426,2014,400,null,null,null,TBD
5543,S0633,0.001129677,426,2014,400,null,null,null,TBD
5544,S0636,0.001129677,426,2014,400,null,null,null,TBD
5545,S0639,0.001129677,426,2014,400,null,null,null,TBD
5546,S0642,0.001129677,426,2014,400,null,null,null,TBD
5547,S0645,0.001129677,426,2014,400,null,null,null,TBD
5548,S0648,0.001129677,426,2014,400,null,null,null,TBD
5549,S0727,0.001129677,426,2014,400,null,null,null,TBD
5550,S0730,0.001129677,426,2014,400,null,null,null,TBD
5551,S0733,0.001129677,426,2014,400,null,null,null,TBD
5552,S0736,0.001129677,426,2014,400,null,null,null,TBD
5553,S0739,0.001129677,426,2014,400,null,null,null,TBD
5554,S0742,0.001129677,426,2014,400,null,null,null,TBD
5555,S0745,0.001129677,426,2014,400,null,null,null,TBD
5556,S0748,0.001129677,426,2014,400,null,null,null,TBD
5557,S0827,0.001129677,426,2014,400,null,null,null,TBD
5558,S0830,0.001129677,426,2014,400,null,null,null,TBD
5559,S0833,0.001129677,426,2014,400,null,null,null,TBD
5560,S0836,0.001129677,426,2014,400,null,null,null,TBD
5561,S0839,0.001129677,426,2014,400,null,null,null,TBD
5562,S0842,0.001129677,426,2014,400,null,null,null,TBD
5563,S0845,0.001129677,426,2014,400,null,null,null,TBD
5564,S0848,0.001129677,426,2014,400,null,null,null,TBD
5565,T1320,0.002139352,1287,2014,757,null,null,null,TBD
5566,T1324,0.002139352,1287,2014,757,null,null,null,TBD
5567,T1338,0.002139352,1287,2014,757,null,null,null,TBD
5568,T1340,0.002139352,1287,2014,757,null,null,null,TBD
5569,T1346,0.002139352,1287,2014,757,null,null,null,TBD
5570,T1348,0.002139352,1287,2014,757,null,null,null,TBD
5571,T290,0.002139352,1287,2014,757,null,null,null,TBD
5572,T300,0.002139352,1287,2014,757,null,null,null,TBD
5573,T302,0.002139352,1287,2014,757,null,null,null,TBD
5574,T304,0.002139352,1287,2014,757,null,null,null,TBD
5575,T310,0.002139352,1287,2014,757,null,null,null,TBD
5576,T312,0.002139352,1287,2014,757,null,null,null,TBD
5577,T374,0.002139352,1287,2014,757,null,null,null,TBD
5578,T378,0.002139352,1287,2014,757,null,null,null,TBD
5579,T1318,0.002793157,1625,2014,989,null,null,null,TBD
5580,T1326,0.002793157,1625,2014,989,null,null,null,TBD
5581,T1332,0.002793157,1625,2014,989,null,null,null,TBD
5582,T1334,0.002793157,1625,2014,989,null,null,null,TBD
5583,T1342,0.002793157,1625,2014,989,null,null,null,TBD
5584,T1336,0.002793157,1625,2014,989,null,null,null,TBD
5585,T1344,0.002793157,1625,2014,989,null,null,null,TBD
5586,T1350,0.002793157,1625,2014,989,null,null,null,TBD
5587,T1352,0.002793157,1625,2014,989,null,null,null,TBD
5588,T1354,0.002793157,1625,2014,989,null,null,null,TBD
5589,T288,0.002793157,1625,2014,989,null,null,null,TBD
5590,T292,0.002793157,1625,2014,989,null,null,null,TBD
5591,T298,0.002793157,1625,2014,989,null,null,null,TBD
5592,T306,0.002793157,1625,2014,989,null,null,null,TBD
5593,T308,0.002793157,1625,2014,989,null,null,null,TBD
5594,T314,0.002793157,1625,2014,989,null,null,null,TBD
5595,T372,0.002793157,1625,2014,989,null,null,null,TBD
5596,T380,0.002793157,1625,2014,989,null,null,null,TBD
5597,T1360,0.003041438,1665,2014,1076,null,null,null,TBD
5598,T1366,0.003041438,1665,2014,1076,null,null,null,TBD
5599,T341,0.003041438,1665,2014,1076,null,null,null,TBD
5600,T335,0.003041438,1665,2014,1076,null,null,null,TBD
5601,T344,0.003041438,1665,2014,1076,null,null,null,TBD
5602,T346,0.003041438,1665,2014,1076,null,null,null,TBD
5603,T348,0.003041438,1665,2014,1076,null,null,null,TBD
5604,T350,0.003041438,1665,2014,1076,null,null,null,TBD
5605,T361,0.003041438,1665,2014,1076,null,null,null,TBD
5606,T360,0.003041438,1665,2014,1076,null,null,null,TBD
5607,T362,0.003041438,1665,2014,1076,null,null,null,TBD
5608,T1302,0.003041438,1665,2014,1076,null,null,null,TBD
5609,T1304,0.003041438,1665,2014,1076,null,null,null,TBD
5610,T1310,0.003041438,1665,2014,1076,null,null,null,TBD
5611,T1312,0.003041438,1665,2014,1076,null,null,null,TBD
5612,T1372,0.003041438,1665,2014,1076,null,null,null,TBD
5613,T1382,0.003041438,1665,2014,1076,null,null,null,TBD
5614,T320,0.003041438,1665,2014,1076,null,null,null,TBD
5615,T322,0.003041438,1665,2014,1076,null,null,null,TBD
5616,T328,0.003041438,1665,2014,1076,null,null,null,TBD
5617,T330,0.003041438,1665,2014,1076,null,null,null,TBD
5618,T336,0.003041438,1665,2014,1076,null,null,null,TBD
5619,T338,0.003041438,1665,2014,1076,null,null,null,TBD
5620,T349,0.003041438,1665,2014,1076,null,null,null,TBD
5621,T351,0.003041438,1665,2014,1076,null,null,null,TBD
5622,T363,0.003041438,1665,2014,1076,null,null,null,TBD
5623,T371,0.003041438,1665,2014,1076,null,null,null,TBD
5624,T373,0.003041438,1665,2014,1076,null,null,null,TBD
5625,T379,0.003041438,1665,2014,1076,null,null,null,TBD
5626,T381,0.003041438,1665,2014,1076,null,null,null,TBD
5627,T386,0.003041438,1665,2014,1076,null,null,null,TBD
5628,T387,0.003041438,1665,2014,1076,null,null,null,TBD
5629,T388,0.003041438,1665,2014,1076,null,null,null,TBD
5630,T394,0.003041438,1665,2014,1076,null,null,null,TBD
5631,T396,0.003041438,1665,2014,1076,null,null,null,TBD
5632,T397,0.003041438,1665,2014,1076,null,null,null,TBD
5633,T1306,0.002602809,1266,2014,922,null,null,null,TBD
5634,T1308,0.002602809,1266,2014,922,null,null,null,TBD
5635,T1362,0.002602809,1266,2014,922,null,null,null,TBD
5636,T1364,0.002602809,1266,2014,922,null,null,null,TBD
5637,T1374,0.002602809,1266,2014,922,null,null,null,TBD
5638,T1376,0.002602809,1266,2014,922,null,null,null,TBD
5639,T1378,0.002602809,1266,2014,922,null,null,null,TBD
5640,T1380,0.002602809,1266,2014,922,null,null,null,TBD
5641,T324,0.002602809,1266,2014,922,null,null,null,TBD
5642,T326,0.002602809,1266,2014,922,null,null,null,TBD
5643,T332,0.002602809,1266,2014,922,null,null,null,TBD
5644,T334,0.002602809,1266,2014,922,null,null,null,TBD
5645,T337,0.002602809,1266,2014,922,null,null,null,TBD
5646,T339,0.002602809,1266,2014,922,null,null,null,TBD
5647,T347,0.002602809,1266,2014,922,null,null,null,TBD
5648,T352,0.002602809,1266,2014,922,null,null,null,TBD
5649,T353,0.002602809,1266,2014,922,null,null,null,TBD
5650,T354,0.002602809,1266,2014,922,null,null,null,TBD
5651,T355,0.002602809,1266,2014,922,null,null,null,TBD
5652,T356,0.002602809,1266,2014,922,null,null,null,TBD
5653,T357,0.002602809,1266,2014,922,null,null,null,TBD
5654,T358,0.002602809,1266,2014,922,null,null,null,TBD
5655,T359,0.002602809,1266,2014,922,null,null,null,TBD
5656,T364,0.002602809,1266,2014,922,null,null,null,TBD
5657,T365,0.002602809,1266,2014,922,null,null,null,TBD
5658,T366,0.002602809,1266,2014,922,null,null,null,TBD
5659,T375,0.002602809,1266,2014,922,null,null,null,TBD
5660,T377,0.002602809,1266,2014,922,null,null,null,TBD
5661,T390,0.002602809,1266,2014,922,null,null,null,TBD
5662,T391,0.002602809,1266,2014,922,null,null,null,TBD
5663,T392,0.002602809,1266,2014,922,null,null,null,TBD
5664,T393,0.002602809,1266,2014,922,null,null,null,TBD
5665,T389,0.002602809,1266,2014,922,null,null,null,TBD
5666,T395,0.002602809,1266,2014,922,null,null,null,TBD
5667,T1322,0.002139352,1287,2014,757,null,null,null,TBD
5668,T376,0.002139352,1287,2014,757,null,null,null,TBD
5669,T382,0.002875918,1665,2014,1018,null,null,null,TBD
5670,T1316,0.002875918,1665,2014,1018,null,null,null,TBD
5671,T1328,0.002875918,1665,2014,1018,null,null,null,TBD
5672,T296,0.002875918,1665,2014,1018,null,null,null,TBD
5673,T316,0.002875918,1665,2014,1018,null,null,null,TBD
5674,T370,0.002875918,1665,2014,1018,null,null,null,TBD
5675,T1330,0.002627637,1500,2014,931,null,null,null,TBD
5676,T286,0.002627637,1500,2014,931,null,null,null,TBD
5677,T294,0.002627637,1500,2014,931,null,null,null,TBD
5678,T1356,0.002627637,1500,2014,931,null,null,null,TBD
5679,T1370,0.003124198,1665,2014,1106,null,null,null,TBD
5680,T1384,0.003124198,1665,2014,1106,null,null,null,TBD
5681,T385,0.003124198,1665,2014,1106,null,null,null,TBD
5682,T399,0.003124198,1665,2014,1106,null,null,null,TBD
5683,T1300,0.002817985,1665,2014,997,null,null,null,TBD
5684,T1314,0.002817985,1665,2014,997,null,null,null,TBD
5685,T1358,0.002817985,1665,2014,997,null,null,null,TBD
5686,T1368,0.002817985,1665,2014,997,null,null,null,TBD
5687,T318,0.002817985,1665,2014,997,null,null,null,TBD
5688,T333,0.002817985,1665,2014,997,null,null,null,TBD
5689,T340,0.002817985,1665,2014,997,null,null,null,TBD
5690,T342,0.002817985,1665,2014,997,null,null,null,TBD
5691,T343,0.002817985,1665,2014,997,null,null,null,TBD
5692,T345,0.002817985,1665,2014,997,null,null,null,TBD
5693,T367,0.002817985,1665,2014,997,null,null,null,TBD
5694,T368,0.002817985,1665,2014,997,null,null,null,TBD
5695,T369,0.002817985,1665,2014,997,null,null,null,TBD
5696,T383,0.002817985,1665,2014,997,null,null,null,TBD
5697,T384,0.002817985,1665,2014,997,null,null,null,TBD
5698,T398,0.002817985,1665,2014,997,null,null,null,TBD
5699,N0103,0.001725551,590,2015,611,null,null,null,TBD
5700,N0104,0.001725551,590,2015,611,null,null,null,TBD
5701,N0109,0.001725551,590,2015,611,null,null,null,TBD
5702,N0110,0.001725551,590,2015,611,null,null,null,TBD
5703,N0116,0.001725551,590,2015,611,null,null,null,TBD
5704,N0123,0.001725551,590,2015,611,null,null,null,TBD
5705,N0203,0.001725551,590,2015,611,null,null,null,TBD
5706,N0204,0.001725551,590,2015,611,null,null,null,TBD
5707,N0209,0.001725551,590,2015,611,null,null,null,TBD
5708,N0210,0.001725551,590,2015,611,null,null,null,TBD
5709,N0216,0.001725551,590,2015,611,null,null,null,TBD
5710,N0223,0.001725551,590,2015,611,null,null,null,TBD
5711,N0303,0.001725551,590,2015,611,null,null,null,TBD
5712,N0304,0.001725551,590,2015,611,null,null,null,TBD
5713,N0309,0.001725551,590,2015,611,null,null,null,TBD
5714,N0310,0.001725551,590,2015,611,null,null,null,TBD
5715,N0316,0.001725551,590,2015,611,null,null,null,TBD
5716,N0323,0.001725551,590,2015,611,null,null,null,TBD
5717,N0403,0.001725551,590,2015,611,null,null,null,TBD
5718,N0404,0.001725551,590,2015,611,null,null,null,TBD
5719,N0409,0.001725551,590,2015,611,null,null,null,TBD
5720,N0410,0.001725551,590,2015,611,null,null,null,TBD
5721,N0416,0.001725551,590,2015,611,null,null,null,TBD
5722,N0423,0.001725551,590,2015,611,null,null,null,TBD
5723,N0503,0.001725551,590,2015,611,null,null,null,TBD
5724,N0504,0.001725551,590,2015,611,null,null,null,TBD
5725,N0509,0.001725551,590,2015,611,null,null,null,TBD
5726,N0510,0.001725551,590,2015,611,null,null,null,TBD
5727,N0516,0.001725551,590,2015,611,null,null,null,TBD
5728,N0523,0.001725551,590,2015,611,null,null,null,TBD
5729,N0603,0.001725551,590,2015,611,null,null,null,TBD
5730,N0604,0.001725551,590,2015,611,null,null,null,TBD
5731,N0609,0.001725551,590,2015,611,null,null,null,TBD
5732,N0610,0.001725551,590,2015,611,null,null,null,TBD
5733,N0616,0.001725551,590,2015,611,null,null,null,TBD
5734,N0623,0.001725551,590,2015,611,null,null,null,TBD
5735,N0703,0.001725551,590,2015,611,null,null,null,TBD
5736,N0704,0.001725551,590,2015,611,null,null,null,TBD
5737,N0709,0.001725551,590,2015,611,null,null,null,TBD
5738,N0710,0.001725551,590,2015,611,null,null,null,TBD
5739,N0716,0.001725551,590,2015,611,null,null,null,TBD
5740,N0723,0.001725551,590,2015,611,null,null,null,TBD
5741,N0803,0.001725551,590,2015,611,null,null,null,TBD
5742,N0804,0.001725551,590,2015,611,null,null,null,TBD
5743,N0809,0.001725551,590,2015,611,null,null,null,TBD
5744,N0810,0.001725551,590,2015,611,null,null,null,TBD
5745,N0816,0.001725551,590,2015,611,null,null,null,TBD
5746,N0823,0.001725551,590,2015,611,null,null,null,TBD
5747,S0128,0.001725551,590,2015,611,null,null,null,TBD
5748,S0129,0.001725551,590,2015,611,null,null,null,TBD
5749,S0134,0.001725551,590,2015,611,null,null,null,TBD
5750,S0135,0.001725551,590,2015,611,null,null,null,TBD
5751,S0140,0.001725551,590,2015,611,null,null,null,TBD
5752,S0141,0.001725551,590,2015,611,null,null,null,TBD
5753,S0146,0.001725551,590,2015,611,null,null,null,TBD
5754,S0147,0.001725551,590,2015,611,null,null,null,TBD
5755,S0228,0.001725551,590,2015,611,null,null,null,TBD
5756,S0229,0.001725551,590,2015,611,null,null,null,TBD
5757,S0234,0.001725551,590,2015,611,null,null,null,TBD
5758,S0235,0.001725551,590,2015,611,null,null,null,TBD
5759,S0240,0.001725551,590,2015,611,null,null,null,TBD
5760,S0241,0.001725551,590,2015,611,null,null,null,TBD
5761,S0246,0.001725551,590,2015,611,null,null,null,TBD
5762,S0247,0.001725551,590,2015,611,null,null,null,TBD
5763,S0328,0.001725551,590,2015,611,null,null,null,TBD
5764,S0329,0.001725551,590,2015,611,null,null,null,TBD
5765,S0334,0.001725551,590,2015,611,null,null,null,TBD
5766,S0335,0.001725551,590,2015,611,null,null,null,TBD
5767,S0340,0.001725551,590,2015,611,null,null,null,TBD
5768,S0341,0.001725551,590,2015,611,null,null,null,TBD
5769,S0346,0.001725551,590,2015,611,null,null,null,TBD
5770,S0347,0.001725551,590,2015,611,null,null,null,TBD
5771,S0428,0.001725551,590,2015,611,null,null,null,TBD
5772,S0429,0.001725551,590,2015,611,null,null,null,TBD
5773,S0434,0.001725551,590,2015,611,null,null,null,TBD
5774,S0435,0.001725551,590,2015,611,null,null,null,TBD
5775,S0440,0.001725551,590,2015,611,null,null,null,TBD
5776,S0441,0.001725551,590,2015,611,null,null,null,TBD
5777,S0446,0.001725551,590,2015,611,null,null,null,TBD
5778,S0447,0.001725551,590,2015,611,null,null,null,TBD
5779,S0528,0.001725551,590,2015,611,null,null,null,TBD
5780,S0529,0.001725551,590,2015,611,null,null,null,TBD
5781,S0534,0.001725551,590,2015,611,null,null,null,TBD
5782,S0535,0.001725551,590,2015,611,null,null,null,TBD
5783,S0540,0.001725551,590,2015,611,null,null,null,TBD
5784,S0541,0.001725551,590,2015,611,null,null,null,TBD
5785,S0546,0.001725551,590,2015,611,null,null,null,TBD
5786,S0547,0.001725551,590,2015,611,null,null,null,TBD
5787,S0628,0.001725551,590,2015,611,null,null,null,TBD
5788,S0629,0.001725551,590,2015,611,null,null,null,TBD
5789,S0634,0.001725551,590,2015,611,null,null,null,TBD
5790,S0635,0.001725551,590,2015,611,null,null,null,TBD
5791,S0640,0.001725551,590,2015,611,null,null,null,TBD
5792,S0641,0.001725551,590,2015,611,null,null,null,TBD
5793,S0646,0.001725551,590,2015,611,null,null,null,TBD
5794,S0647,0.001725551,590,2015,611,null,null,null,TBD
5795,S0728,0.001725551,590,2015,611,null,null,null,TBD
5796,S0729,0.001725551,590,2015,611,null,null,null,TBD
5797,S0734,0.001725551,590,2015,611,null,null,null,TBD
5798,S0735,0.001725551,590,2015,611,null,null,null,TBD
5799,S0740,0.001725551,590,2015,611,null,null,null,TBD
5800,S0741,0.001725551,590,2015,611,null,null,null,TBD
5801,S0746,0.001725551,590,2015,611,null,null,null,TBD
5802,S0747,0.001725551,590,2015,611,null,null,null,TBD
5803,S0828,0.001725551,590,2015,611,null,null,null,TBD
5804,S0829,0.001725551,590,2015,611,null,null,null,TBD
5805,S0834,0.001725551,590,2015,611,null,null,null,TBD
5806,S0835,0.001725551,590,2015,611,null,null,null,TBD
5807,S0840,0.001725551,590,2015,611,null,null,null,TBD
5808,S0841,0.001725551,590,2015,611,null,null,null,TBD
5809,S0846,0.001725551,590,2015,611,null,null,null,TBD
5810,S0847,0.001725551,590,2015,611,null,null,null,TBD
5811,S0143,0.001593134,695,2015,564,null,null,null,TBD
5812,S0144,0.001593134,695,2015,564,null,null,null,TBD
5813,S0243,0.001593134,695,2015,564,null,null,null,TBD
5814,S0244,0.001593134,695,2015,564,null,null,null,TBD
5815,S0343,0.001593134,695,2015,564,null,null,null,TBD
5816,S0344,0.001593134,695,2015,564,null,null,null,TBD
5817,S0443,0.001593134,695,2015,564,null,null,null,TBD
5818,S0444,0.001593134,695,2015,564,null,null,null,TBD
5819,S0543,0.001593134,695,2015,564,null,null,null,TBD
5820,S0544,0.001593134,695,2015,564,null,null,null,TBD
5821,S0643,0.001593134,695,2015,564,null,null,null,TBD
5822,S0644,0.001593134,695,2015,564,null,null,null,TBD
5823,S0743,0.001593134,695,2015,564,null,null,null,TBD
5824,S0744,0.001593134,695,2015,564,null,null,null,TBD
5825,S0843,0.001593134,695,2015,564,null,null,null,TBD
5826,S0844,0.001593134,695,2015,564,null,null,null,TBD
5827,N0119,0.001588996,668,2015,562,null,null,null,TBD
5828,N0120,0.001588996,668,2015,562,null,null,null,TBD
5829,N0219,0.001588996,668,2015,562,null,null,null,TBD
5830,N0220,0.001588996,668,2015,562,null,null,null,TBD
5831,N0319,0.001588996,668,2015,562,null,null,null,TBD
5832,N0320,0.001588996,668,2015,562,null,null,null,TBD
5833,N0419,0.001588996,668,2015,562,null,null,null,TBD
5834,N0420,0.001588996,668,2015,562,null,null,null,TBD
5835,N0519,0.001588996,668,2015,562,null,null,null,TBD
5836,N0520,0.001588996,668,2015,562,null,null,null,TBD
5837,N0619,0.001588996,668,2015,562,null,null,null,TBD
5838,N0620,0.001588996,668,2015,562,null,null,null,TBD
5839,N0719,0.001588996,668,2015,562,null,null,null,TBD
5840,N0720,0.001588996,668,2015,562,null,null,null,TBD
5841,N0819,0.001588996,668,2015,562,null,null,null,TBD
5842,N0820,0.001588996,668,2015,562,null,null,null,TBD
5843,N0118,0.001729689,590,2015,612,null,null,null,TBD
5844,N0121,0.001729689,590,2015,612,null,null,null,TBD
5845,N0218,0.001729689,590,2015,612,null,null,null,TBD
5846,N0221,0.001729689,590,2015,612,null,null,null,TBD
5847,N0318,0.001729689,590,2015,612,null,null,null,TBD
5848,N0321,0.001729689,590,2015,612,null,null,null,TBD
5849,N0418,0.001729689,590,2015,612,null,null,null,TBD
5850,N0421,0.001729689,590,2015,612,null,null,null,TBD
5851,N0518,0.001729689,590,2015,612,null,null,null,TBD
5852,N0521,0.001729689,590,2015,612,null,null,null,TBD
5853,N0618,0.001729689,590,2015,612,null,null,null,TBD
5854,N0621,0.001729689,590,2015,612,null,null,null,TBD
5855,N0718,0.001729689,590,2015,612,null,null,null,TBD
5856,N0721,0.001729689,590,2015,612,null,null,null,TBD
5857,N0818,0.001729689,590,2015,612,null,null,null,TBD
5858,N0821,0.001729689,590,2015,612,null,null,null,TBD
5859,N0117,0.001725551,590,2015,611,null,null,null,TBD
5860,N0122,0.001725551,590,2015,611,null,null,null,TBD
5861,N0217,0.001725551,590,2015,611,null,null,null,TBD
5862,N0222,0.001725551,590,2015,611,null,null,null,TBD
5863,N0317,0.001725551,590,2015,611,null,null,null,TBD
5864,N0322,0.001725551,590,2015,611,null,null,null,TBD
5865,N0417,0.001725551,590,2015,611,null,null,null,TBD
5866,N0422,0.001725551,590,2015,611,null,null,null,TBD
5867,N0517,0.001725551,590,2015,611,null,null,null,TBD
5868,N0522,0.001725551,590,2015,611,null,null,null,TBD
5869,N0617,0.001725551,590,2015,611,null,null,null,TBD
5870,N0622,0.001725551,590,2015,611,null,null,null,TBD
5871,N0717,0.001725551,590,2015,611,null,null,null,TBD
5872,N0722,0.001725551,590,2015,611,null,null,null,TBD
5873,N0817,0.001725551,590,2015,611,null,null,null,TBD
5874,N0822,0.001725551,590,2015,611,null,null,null,TBD
5875,N0106,0.002280044,768,2015,807,null,null,null,TBD
5876,N0107,0.002280044,768,2015,807,null,null,null,TBD
5877,N0206,0.002280044,768,2015,807,null,null,null,TBD
5878,N0207,0.002280044,768,2015,807,null,null,null,TBD
5879,N0306,0.002280044,768,2015,807,null,null,null,TBD
5880,N0307,0.002280044,768,2015,807,null,null,null,TBD
5881,N0406,0.002280044,768,2015,807,null,null,null,TBD
5882,N0407,0.002280044,768,2015,807,null,null,null,TBD
5883,N0506,0.002280044,768,2015,807,null,null,null,TBD
5884,N0507,0.002280044,768,2015,807,null,null,null,TBD
5885,N0606,0.002280044,768,2015,807,null,null,null,TBD
5886,N0607,0.002280044,768,2015,807,null,null,null,TBD
5887,N0706,0.002280044,768,2015,807,null,null,null,TBD
5888,N0707,0.002280044,768,2015,807,null,null,null,TBD
5889,N0806,0.002280044,768,2015,807,null,null,null,TBD
5890,N0807,0.002280044,768,2015,807,null,null,null,TBD
5891,S0131,0.002280044,768,2015,807,null,null,null,TBD
5892,S0132,0.002280044,768,2015,807,null,null,null,TBD
5893,S0231,0.002280044,768,2015,807,null,null,null,TBD
5894,S0232,0.002280044,768,2015,807,null,null,null,TBD
5895,S0331,0.002280044,768,2015,807,null,null,null,TBD
5896,S0332,0.002280044,768,2015,807,null,null,null,TBD
5897,S0431,0.002280044,768,2015,807,null,null,null,TBD
5898,S0432,0.002280044,768,2015,807,null,null,null,TBD
5899,S0531,0.002280044,768,2015,807,null,null,null,TBD
5900,S0532,0.002280044,768,2015,807,null,null,null,TBD
5901,S0631,0.002280044,768,2015,807,null,null,null,TBD
5902,S0632,0.002280044,768,2015,807,null,null,null,TBD
5903,S0731,0.002280044,768,2015,807,null,null,null,TBD
5904,S0732,0.002280044,768,2015,807,null,null,null,TBD
5905,S0831,0.002280044,768,2015,807,null,null,null,TBD
5906,S0832,0.002280044,768,2015,807,null,null,null,TBD
5907,N0101,0.00208142,807,2015,738,null,null,null,TBD
5908,N0112,0.00208142,807,2015,738,null,null,null,TBD
5909,N0114,0.00208142,807,2015,738,null,null,null,TBD
5910,N0125,0.00208142,807,2015,738,null,null,null,TBD
5911,N0201,0.00208142,807,2015,738,null,null,null,TBD
5912,N0212,0.00208142,807,2015,738,null,null,null,TBD
5913,N0214,0.00208142,807,2015,738,null,null,null,TBD
5914,N0225,0.00208142,807,2015,738,null,null,null,TBD
5915,N0301,0.00208142,807,2015,738,null,null,null,TBD
5916,N0312,0.00208142,807,2015,738,null,null,null,TBD
5917,N0314,0.00208142,807,2015,738,null,null,null,TBD
5918,N0325,0.00208142,807,2015,738,null,null,null,TBD
5919,N0401,0.00208142,807,2015,738,null,null,null,TBD
5920,N0412,0.00208142,807,2015,738,null,null,null,TBD
5921,N0414,0.00208142,807,2015,738,null,null,null,TBD
5922,N0425,0.00208142,807,2015,738,null,null,null,TBD
5923,N0501,0.00208142,807,2015,738,null,null,null,TBD
5924,N0512,0.00208142,807,2015,738,null,null,null,TBD
5925,N0514,0.00208142,807,2015,738,null,null,null,TBD
5926,N0525,0.00208142,807,2015,738,null,null,null,TBD
5927,N0601,0.00208142,807,2015,738,null,null,null,TBD
5928,N0612,0.00208142,807,2015,738,null,null,null,TBD
5929,N0614,0.00208142,807,2015,738,null,null,null,TBD
5930,N0625,0.00208142,807,2015,738,null,null,null,TBD
5931,N0701,0.00208142,807,2015,738,null,null,null,TBD
5932,N0712,0.00208142,807,2015,738,null,null,null,TBD
5933,N0714,0.00208142,807,2015,738,null,null,null,TBD
5934,N0725,0.00208142,807,2015,738,null,null,null,TBD
5935,N0801,0.00208142,807,2015,738,null,null,null,TBD
5936,N0812,0.00208142,807,2015,738,null,null,null,TBD
5937,N0814,0.00208142,807,2015,738,null,null,null,TBD
5938,N0825,0.00208142,807,2015,738,null,null,null,TBD
5939,S0126,0.00208142,807,2015,738,null,null,null,TBD
5940,S0137,0.00208142,807,2015,738,null,null,null,TBD
5941,S0138,0.00208142,807,2015,738,null,null,null,TBD
5942,S0149,0.00208142,807,2015,738,null,null,null,TBD
5943,S0226,0.00208142,807,2015,738,null,null,null,TBD
5944,S0237,0.00208142,807,2015,738,null,null,null,TBD
5945,S0238,0.00208142,807,2015,738,null,null,null,TBD
5946,S0249,0.00208142,807,2015,738,null,null,null,TBD
5947,S0326,0.00208142,807,2015,738,null,null,null,TBD
5948,S0337,0.00208142,807,2015,738,null,null,null,TBD
5949,S0338,0.00208142,807,2015,738,null,null,null,TBD
5950,S0349,0.00208142,807,2015,738,null,null,null,TBD
5951,S0426,0.00208142,807,2015,738,null,null,null,TBD
5952,S0437,0.00208142,807,2015,738,null,null,null,TBD
5953,S0438,0.00208142,807,2015,738,null,null,null,TBD
5954,S0449,0.00208142,807,2015,738,null,null,null,TBD
5955,S0526,0.00208142,807,2015,738,null,null,null,TBD
